Region,Zone,Woreda,Kebele
Tigray,North Western Tigray,Tahitay Adiyabo,Adi Hageray Town
Tigray,North Western Tigray,Tahitay Adiyabo,Badme
Tigray,North Western Tigray,Tahitay Adiyabo,Adiawuala
Tigray,North Western Tigray,Tahitay Adiyabo,Geladiyus
Tigray,North Western Tigray,Tahitay Adiyabo,Aditelaom
Tigray,North Western Tigray,Tahitay Adiyabo,Daguala
Tigray,North Western Tigray,Tahitay Adiyabo,Adihegeray
Tigray,North Western Tigray,Tahitay Adiyabo,Shemblina
Tigray,North Western Tigray,Tahitay Adiyabo,Gemhelo
Tigray,North Western Tigray,Tahitay Adiyabo,Lemlem
Tigray,North Western Tigray,Tahitay Adiyabo,Ademeyti
Tigray,North Western Tigray,Tahitay Adiyabo,Aditeter
Tigray,North Western Tigray,Tahitay Adiyabo,Adiaser
Tigray,North Western Tigray,Tahitay Adiyabo,Mentebteb
Tigray,North Western Tigray,Tahitay Adiyabo,Markuhili
Tigray,North Western Tigray,Tahitay Adiyabo,Aterega
Tigray,North Western Tigray,Tahitay Adiyabo,Zabangedena
Tigray,North Western Tigray,Tahitay Adiyabo,Lesemuguna Andi
Tigray,North Western Tigray,Laelay Adiabo,Adi Daero Town
Tigray,North Western Tigray,Laelay Adiabo,Dogale
Tigray,North Western Tigray,Laelay Adiabo,Adikelite
Tigray,North Western Tigray,Laelay Adiabo,Medere Felasi
Tigray,North Western Tigray,Laelay Adiabo,Adinebereid
Tigray,North Western Tigray,Laelay Adiabo,Godfeye
Tigray,North Western Tigray,Laelay Adiabo,Fethi
Tigray,North Western Tigray,Laelay Adiabo,Hebret
Tigray,North Western Tigray,Laelay Adiabo,Adi Gedena
Tigray,North Western Tigray,Laelay Adiabo,Egub
Tigray,North Western Tigray,Laelay Adiabo,Medebay Terer
Tigray,North Western Tigray,Laelay Adiabo,Adi Miliyen
Tigray,North Western Tigray,Laelay Adiabo,Hadegeta
Tigray,North Western Tigray,Laelay Adiabo,May Anbesa
Tigray,North Western Tigray,Laelay Adiabo,Adi Abagi
Tigray,North Western Tigray,Laelay Adiabo,Stada Bora
Tigray,North Western Tigray,Laelay Adiabo,Adi Negesti
Tigray,North Western Tigray,Laelay Adiabo,Guba Goba
Tigray,North Western Tigray,Laelay Adiabo,Stahayu
Tigray,North Western Tigray,Laelay Adiabo,Zelazele
Tigray,North Western Tigray,Laelay Adiabo,Semeret
Tigray,North Western Tigray,Medebay Zana,Selekileha Town
Tigray,North Western Tigray,Medebay Zana,Zana Town
Tigray,North Western Tigray,Medebay Zana,Nefasit
Tigray,North Western Tigray,Medebay Zana,Shame
Tigray,North Western Tigray,Medebay Zana,Tseada Leha
Tigray,North Western Tigray,Medebay Zana,Adi Beareji
Tigray,North Western Tigray,Medebay Zana,Adi Ngisti
Tigray,North Western Tigray,Medebay Zana,Kul Ferha
Tigray,North Western Tigray,Medebay Zana,Emba Tsehidi
Tigray,North Western Tigray,Medebay Zana,Mesihil
Tigray,North Western Tigray,Medebay Zana,Ade Kemalhi
Tigray,North Western Tigray,Medebay Zana,Kemalo
Tigray,North Western Tigray,Medebay Zana,Adi Geshei
Tigray,North Western Tigray,Medebay Zana,Bahira
Tigray,North Western Tigray,Medebay Zana,walka
Tigray,North Western Tigray,Medebay Zana,Debre Kerbe
Tigray,North Western Tigray,Medebay Zana,Kibrto
Tigray,North Western Tigray,Medebay Zana,Thula
Tigray,North Western Tigray,Medebay Zana,Adi Tsegora
Tigray,North Western Tigray,Medebay Zana,Mintil
Tigray,North Western Tigray,Asegede Tsimbila,Endaba Guna Town
Tigray,North Western Tigray,Asegede Tsimbila,DIGWADAGUGN
Tigray,North Western Tigray,Asegede Tsimbila,HITSATS
Tigray,North Western Tigray,Asegede Tsimbila,HIBIRET
Tigray,North Western Tigray,Asegede Tsimbila,MAY SEYE
Tigray,North Western Tigray,Asegede Tsimbila,MAY FERES
Tigray,North Western Tigray,Asegede Tsimbila,MAY SEWIHI
Tigray,North Western Tigray,Asegede Tsimbila,MAY SHEK
Tigray,North Western Tigray,Asegede Tsimbila,ALOGEN
Tigray,North Western Tigray,Asegede Tsimbila,LEMILEM
Tigray,North Western Tigray,Asegede Tsimbila,BIRIHAN
Tigray,North Western Tigray,Asegede Tsimbila,BONA KODA
Tigray,North Western Tigray,Asegede Tsimbila,HINITSET
Tigray,North Western Tigray,Asegede Tsimbila,MIZAN
Tigray,North Western Tigray,Asegede Tsimbila,DEBIR ABAY
Tigray,North Western Tigray,Asegede Tsimbila,ZENIGORAKODA
Tigray,North Western Tigray,Asegede Tsimbila,DEBIR MARIYAM
Tigray,North Western Tigray,Asegede Tsimbila,LIMIAT
Tigray,North Western Tigray,Asegede Tsimbila,ADI MEHAMEDAY
Tigray,North Western Tigray,Asegede Tsimbila,DEDEBIT
Tigray,North Western Tigray,Tselemt,May Tsebri Town
Tigray,North Western Tigray,Tselemt,May Tehilit
Tigray,North Western Tigray,Tselemt,Stada Kerni
Tigray,North Western Tigray,Tselemt,Mezker
Tigray,North Western Tigray,Tselemt,Wohedet
Tigray,North Western Tigray,Tselemt,May Ayene
Tigray,North Western Tigray,Tselemt,Medhani Alem
Tigray,North Western Tigray,Tselemt,Adi Wesene
Tigray,North Western Tigray,Tselemt,Serako
Tigray,North Western Tigray,Tselemt,May Anbesa
Tigray,North Western Tigray,Tselemt,Sekota Silasse
Tigray,North Western Tigray,Tselemt,Sekota Mariam
Tigray,North Western Tigray,Tselemt,Dima
Tigray,North Western Tigray,Tselemt,Mechara
Tigray,North Western Tigray,Tselemt,Mayame
Tigray,North Western Tigray,Tselemt,Babako
Tigray,North Western Tigray,Tselemt,Maygimere
Tigray,North Western Tigray,Tselemt,Chachore
Tigray,North Western Tigray,Tselemt,Fiyelwiha
Tigray,North Western Tigray,Tselemt,Midir Hamsho
Tigray,North Western Tigray,Tselemt,Meda
Tigray,North Western Tigray,Tselemt,Waldiba Gedam
Tigray,North Western Tigray,Tselemt,Sefafi erisha
Tigray,North Western Tigray,Shire Enida Silase Town,Shire Enida Silase Town
Tigray,North Western Tigray,Shiraro Town,Shiraro Town
Tigray,North Western Tigray,Tahitay Qoraro,ADIGEBARO
Tigray,North Western Tigray,Tahitay Qoraro,ADIKOKOB
Tigray,North Western Tigray,Tahitay Qoraro,SIMEMA
Tigray,North Western Tigray,Tahitay Qoraro,SEKELA KOYITSA
Tigray,North Western Tigray,Tahitay Qoraro,MAYILIHAM
Tigray,North Western Tigray,Tahitay Qoraro,LEMILEM
Tigray,North Western Tigray,Tahitay Qoraro,MAYIDIMU
Tigray,North Western Tigray,Tahitay Qoraro,MAY ADIRASHA
Tigray,North Western Tigray,Tahitay Qoraro,ADI GIDAD
Tigray,North Western Tigray,Tahitay Qoraro,BELES
Tigray,North Western Tigray,Tahitay Qoraro,ADI MENAKER
Tigray,North Western Tigray,Tahitay Qoraro,KELAKIL
Tigray,Central Tigray,Mereb Leha,Rama Town
Tigray,Central Tigray,Mereb Leha,Adigebat
Tigray,Central Tigray,Mereb Leha,Asayeme
Tigray,Central Tigray,Mereb Leha,Adishmbrhu
Tigray,Central Tigray,Mereb Leha,Mywedi Amberaye
Tigray,Central Tigray,Mereb Leha,Mehequan
Tigray,Central Tigray,Mereb Leha,Mayweyeni
Tigray,Central Tigray,Mereb Leha,Haftemariyam
Tigray,Central Tigray,Mereb Leha,Debreharmaz
Tigray,Central Tigray,Mereb Leha,Adifetaw
Tigray,Central Tigray,Mereb Leha,Haftom
Tigray,Central Tigray,Mereb Leha,Sehul
Tigray,Central Tigray,Mereb Leha,Adiselam
Tigray,Central Tigray,Mereb Leha,Abenet
Tigray,Central Tigray,Mereb Leha,Hadish Adi
Tigray,Central Tigray,Mereb Leha,Medehen
Tigray,Central Tigray,Mereb Leha,Wedi Hazo
Tigray,Central Tigray,Mereb Leha,Semret
Tigray,Central Tigray,Mereb Leha,Adialeni
Tigray,Central Tigray,Mereb Leha,Awet
Tigray,Central Tigray,Ahiferom,Gerihu Sernay Town
Tigray,Central Tigray,Ahiferom,Inticho Town
Tigray,Central Tigray,Ahiferom,Diobdibo Town
Tigray,Central Tigray,Ahiferom,Feres May Town
Tigray,Central Tigray,Ahiferom,May Hameto
Tigray,Central Tigray,Ahiferom,Gerihu Sirnay
Tigray,Central Tigray,Ahiferom,Semehal
Tigray,Central Tigray,Ahiferom,Ziban Guyila
Tigray,Central Tigray,Ahiferom,Erdi Jegano
Tigray,Central Tigray,Ahiferom,Bet Gebez
Tigray,Central Tigray,Ahiferom,Mezbir
Tigray,Central Tigray,Ahiferom,Taytay May Garetsemiri
Tigray,Central Tigray,Ahiferom,Degoz
Tigray,Central Tigray,Ahiferom,Sero
Tigray,Central Tigray,Ahiferom,May Seru
Tigray,Central Tigray,Ahiferom,Enda Mariyam
Tigray,Central Tigray,Ahiferom,Dibdibo
Tigray,Central Tigray,Ahiferom,Dizata
Tigray,Central Tigray,Ahiferom,Taytay Dairiha
Tigray,Central Tigray,Ahiferom,Endalashin
Tigray,Central Tigray,Ahiferom,May Keyehat
Tigray,Central Tigray,Ahiferom,Sefeo
Tigray,Central Tigray,Ahiferom,Emba Ahiferom
Tigray,Central Tigray,Ahiferom,Edaga Arbi
Tigray,Central Tigray,Ahiferom,Kudo
Tigray,Central Tigray,Ahiferom,Mihag
Tigray,Central Tigray,Ahiferom,Adi Beret
Tigray,Central Tigray,Ahiferom,Adi Satire
Tigray,Central Tigray,Ahiferom,Edaga Hamus
Tigray,Central Tigray,Ahiferom,Feres May
Tigray,Central Tigray,Ahiferom,Adi Ekoro
Tigray,Central Tigray,Wereilehi,Nebelat Town
Tigray,Central Tigray,Wereilehi,Idagarbi Town
Tigray,Central Tigray,Wereilehi,Maykinatil Town
Tigray,Central Tigray,Wereilehi,Simret
Tigray,Central Tigray,Wereilehi,Zongi
Tigray,Central Tigray,Wereilehi,Indachiwa
Tigray,Central Tigray,Wereilehi,Maikalawi
Tigray,Central Tigray,Wereilehi,Wuhidet
Tigray,Central Tigray,Wereilehi,Kolagebla
Tigray,Central Tigray,Wereilehi,Malikuhili
Tigray,Central Tigray,Wereilehi,Maychikanta
Tigray,Central Tigray,Wereilehi,Idaga hamus
Tigray,Central Tigray,Wereilehi,Saguhi
Tigray,Central Tigray,Wereilehi,Adisalem
Tigray,Central Tigray,Wereilehi,Misiima
Tigray,Central Tigray,Wereilehi,Maynabri
Tigray,Central Tigray,Wereilehi,Maytium
Tigray,Central Tigray,Wereilehi,Azmera
Tigray,Central Tigray,Wereilehi,Arena
Tigray,Central Tigray,Wereilehi,Hibret
Tigray,Central Tigray,Wereilehi,Salam
Tigray,Central Tigray,Wereilehi,Maihalsagli
Tigray,Central Tigray,Wereilehi,Maysagla
Tigray,Central Tigray,Wereilehi,Wari
Tigray,Central Tigray,Wereilehi,Tsai
Tigray,Central Tigray,Tahitay Maychew,Chasa Town
Tigray,Central Tigray,Tahitay Maychew,Wukro Marya
Tigray,Central Tigray,Tahitay Maychew,chsa
Tigray,Central Tigray,Tahitay Maychew,Rubashewit
Tigray,Central Tigray,Tahitay Maychew,Debremenkol
Tigray,Central Tigray,Tahitay Maychew,Mausese
Tigray,Central Tigray,Tahitay Maychew,Kewanit
Tigray,Central Tigray,Tahitay Maychew,Hedishadi
Tigray,Central Tigray,Tahitay Maychew,Maybrazyu
Tigray,Central Tigray,Tahitay Maychew,Akabseat
Tigray,Central Tigray,Tahitay Maychew,Mayatemi
Tigray,Central Tigray,Tahitay Maychew,Maekel
Tigray,Central Tigray,Tahitay Maychew,Mren
Tigray,Central Tigray,Tahitay Maychew,Hewusta
Tigray,Central Tigray,Tahitay Maychew,Adihuta
Tigray,Central Tigray,Tahitay Maychew,Betsemaete
Tigray,Central Tigray,Tahitay Maychew,Adigora
Tigray,Central Tigray,Tahitay Maychew,Ferima
Tigray,Central Tigray,Nader Adet,Semema Town
Tigray,Central Tigray,Nader Adet,Adrebsera hehableie
Tigray,Central Tigray,Nader Adet,Abeba Yohannes
Tigray,Central Tigray,Nader Adet,May Temket
Tigray,Central Tigray,Nader Adet,Leylay Ahedug
Tigray,Central Tigray,Nader Adet,Adi Serawit
Tigray,Central Tigray,Nader Adet,Metehelo
Tigray,Central Tigray,Nader Adet,Sehkesa Demomena
Tigray,Central Tigray,Nader Adet,Addis Lem
Tigray,Central Tigray,Nader Adet,Seaberu Badet
Tigray,Central Tigray,Nader Adet,Debere Genet
Tigray,Central Tigray,Nader Adet,Gundekse Deihi
Tigray,Central Tigray,Nader Adet,Adi Leheyen
Tigray,Central Tigray,Nader Adet,Dagena
Tigray,Central Tigray,Nader Adet,Teragay
Tigray,Central Tigray,Nader Adet,Rubaye
Tigray,Central Tigray,Nader Adet,May Denya
Tigray,Central Tigray,Nader Adet,Adi Kelakeli
Tigray,Central Tigray,Nader Adet,Humre
Tigray,Central Tigray,Nader Adet,Tehaye
Tigray,Central Tigray,Nader Adet,Shenako
Tigray,Central Tigray,Degua Temben,Hagere Selam Town
Tigray,Central Tigray,Degua Temben,Melifa
Tigray,Central Tigray,Degua Temben,Mahibere Silase
Tigray,Central Tigray,Degua Temben,selam
Tigray,Central Tigray,Degua Temben,Hadinet
Tigray,Central Tigray,Degua Temben,Arebayi
Tigray,Central Tigray,Degua Temben,Ayin Birikrkin
Tigray,Central Tigray,Degua Temben,Eminian Kilalo
Tigray,Central Tigray,Degua Temben,Adi Azmera
Tigray,Central Tigray,Degua Temben,Mizane Birihan
Tigray,Central Tigray,Degua Temben,Mikael Abiyi
Tigray,Central Tigray,Degua Temben,Seret
Tigray,Central Tigray,Degua Temben,Limiat
Tigray,Central Tigray,Degua Temben,Aregen
Tigray,Central Tigray,Degua Temben,Mizan
Tigray,Central Tigray,Degua Temben,Simiret
Tigray,Central Tigray,Degua Temben,Walita
Tigray,Central Tigray,Degua Temben,Debireb Naziret
Tigray,Central Tigray,Tanqua Abergele,Mearay Town
Tigray,Central Tigray,Tanqua Abergele,Yaker
Tigray,Central Tigray,Tanqua Abergele,Simiret
Tigray,Central Tigray,Tanqua Abergele,Jijika
Tigray,Central Tigray,Tanqua Abergele,Selam
Tigray,Central Tigray,Tanqua Abergele,Adi Weyane
Tigray,Central Tigray,Tanqua Abergele,Limaat
Tigray,Central Tigray,Tanqua Abergele,Shoha Tekile
Tigray,Central Tigray,Tanqua Abergele,Ogibe
Tigray,Central Tigray,Tanqua Abergele,Gera
Tigray,Central Tigray,Tanqua Abergele,Tsekeme
Tigray,Central Tigray,Tanqua Abergele,Siye
Tigray,Central Tigray,Tanqua Abergele,Felege Hiwet
Tigray,Central Tigray,Tanqua Abergele,Hibiret
Tigray,Central Tigray,Tanqua Abergele,Amibo Rufael
Tigray,Central Tigray,Tanqua Abergele,Lemilim
Tigray,Central Tigray,Abiyi adi Town,Abiyi adi Town
Tigray,Central Tigray,Adwa Town,Adwa Town
Tigray,Central Tigray,Akisum Town,Akisum Town
Tigray,Central Tigray,Adwa,SIMIRET
Tigray,Central Tigray,Adwa,WDI KESH
Tigray,Central Tigray,Adwa,KEREN
Tigray,Central Tigray,Adwa,SELAM
Tigray,Central Tigray,Adwa,MARIYAM SHEWIT
Tigray,Central Tigray,Adwa,YEHA
Tigray,Central Tigray,Adwa,GENIDEBITA
Tigray,Central Tigray,Adwa,WEYENITI
Tigray,Central Tigray,Adwa,ENIDEBAGERIMA
Tigray,Central Tigray,Adwa,SOLODA
Tigray,Central Tigray,Adwa,BET YOHANIS
Tigray,Central Tigray,Adwa,LAHIYA
Tigray,Central Tigray,Adwa,MAY TUOM
Tigray,Central Tigray,Adwa,DEBIR GENET
Tigray,Central Tigray,Adwa,LOGOMITI
Tigray,Central Tigray,Adwa,GEDIBA
Tigray,Central Tigray,Adwa,TAHATAY YILOGOMITI
Tigray,Central Tigray,Lailay Mayichewu,Welel
Tigray,Central Tigray,Lailay Mayichewu,Wuhidet
Tigray,Central Tigray,Lailay Mayichewu,Adi Tsehafi
Tigray,Central Tigray,Lailay Mayichewu,Dura
Tigray,Central Tigray,Lailay Mayichewu,Medego
Tigray,Central Tigray,Lailay Mayichewu,Hatsebo
Tigray,Central Tigray,Lailay Mayichewu,May Weyine
Tigray,Central Tigray,Lailay Mayichewu,Idega Aribi
Tigray,Central Tigray,Lailay Mayichewu,Awulio
Tigray,Central Tigray,Lailay Mayichewu,Mahibere Selam
Tigray,Central Tigray,Lailay Mayichewu,Dereka
Tigray,Central Tigray,Lailay Mayichewu,Natika Bilai
Tigray,Central Tigray,Kola Temben,Chamo tselay
Tigray,Central Tigray,Kola Temben,Nawi
Tigray,Central Tigray,Kola Temben,darnatsab
Tigray,Central Tigray,Kola Temben,Marara
Tigray,Central Tigray,Kola Temben,Tabote Giyorgis
Tigray,Central Tigray,Kola Temben,Salam
Tigray,Central Tigray,Kola Temben,Dabeno
Tigray,Central Tigray,Kola Temben,Wuhidet
Tigray,Central Tigray,Kola Temben,Santa gelebeda
Tigray,Central Tigray,Kola Temben,Adiha
Tigray,Central Tigray,Kola Temben,Werkamba
Tigray,Central Tigray,Kola Temben,Getsikim laslay
Tigray,Central Tigray,Kola Temben,Debregenet
Tigray,Central Tigray,Kola Temben,Ataklti
Tigray,Central Tigray,Kola Temben,Menji
Tigray,Central Tigray,Kola Temben,Gororo
Tigray,Central Tigray,Kola Temben,Mitsawerki
Tigray,Central Tigray,Kola Temben,Arena
Tigray,Central Tigray,Kola Temben,Shulom imni
Tigray,Central Tigray,Kola Temben,Guya
Tigray,Central Tigray,Kola Temben,Lemret
Tigray,Central Tigray,Kola Temben,Begashahi
Tigray,Eastern Tigray,Gulo Meheda,Zalambesa Town
Tigray,Eastern Tigray,Gulo Meheda,Fatsi Town
Tigray,Eastern Tigray,Gulo Meheda,Marta
Tigray,Eastern Tigray,Gulo Meheda,Sebiya
Tigray,Eastern Tigray,Gulo Meheda,Kiliat
Tigray,Eastern Tigray,Gulo Meheda,Adi Salem
Tigray,Eastern Tigray,Gulo Meheda,Adi tesfa
Tigray,Eastern Tigray,Gulo Meheda,Shewit lemlem
Tigray,Eastern Tigray,Gulo Meheda,mezabir
Tigray,Eastern Tigray,Gulo Meheda,Irgibay medebay
Tigray,Eastern Tigray,Gulo Meheda,Ambaseta fikada
Tigray,Eastern Tigray,Gulo Meheda,Heben
Tigray,Eastern Tigray,Gulo Meheda,Hayelom
Tigray,Eastern Tigray,Gulo Meheda,Ferede shum
Tigray,Eastern Tigray,Gulo Meheda,Hagereselam
Tigray,Eastern Tigray,Gulo Meheda,Maytseada
Tigray,Eastern Tigray,Gulo Meheda,Kobtsiba
Tigray,Eastern Tigray,Gulo Meheda,Kisadimai
Tigray,Eastern Tigray,Gulo Meheda,mereta
Tigray,Eastern Tigray,Erop,Dawuhan Town
Tigray,Eastern Tigray,Erop,Indalgeda
Tigray,Eastern Tigray,Erop,Wer Atle
Tigray,Eastern Tigray,Erop,Ara
Tigray,Eastern Tigray,Erop,Alitena
Tigray,Eastern Tigray,Erop,Ager Lekoma
Tigray,Eastern Tigray,Erop,Harze Sebaata
Tigray,Eastern Tigray,Erop,Inda Mosa
Tigray,Eastern Tigray,Saesi Tsadamba,EDEGA HAMUS TOWN
Tigray,Eastern Tigray,Saesi Tsadamba,FIREWEYINI TOWN
Tigray,Eastern Tigray,Saesi Tsadamba,TAHITAY ZIBAN
Tigray,Eastern Tigray,Saesi Tsadamba,GEBILEN
Tigray,Eastern Tigray,Saesi Tsadamba,MARIWA
Tigray,Eastern Tigray,Saesi Tsadamba,MESIHUL
Tigray,Eastern Tigray,Saesi Tsadamba,SEWIN
Tigray,Eastern Tigray,Saesi Tsadamba,MELIWALO
Tigray,Eastern Tigray,Saesi Tsadamba,SAISI
Tigray,Eastern Tigray,Saesi Tsadamba,KOMA SIWIHA
Tigray,Eastern Tigray,Saesi Tsadamba,HADISH HIWOT
Tigray,Eastern Tigray,Saesi Tsadamba,EMIBA AKEMENA
Tigray,Eastern Tigray,Saesi Tsadamba,HADISH ADI
Tigray,Eastern Tigray,Saesi Tsadamba,HANIGODA
Tigray,Eastern Tigray,Saesi Tsadamba,BELESO
Tigray,Eastern Tigray,Saesi Tsadamba,EGIAZI
Tigray,Eastern Tigray,Saesi Tsadamba,SINIKETA
Tigray,Eastern Tigray,Saesi Tsadamba,MAY MEGELITA
Tigray,Eastern Tigray,Saesi Tsadamba,RAELA
Tigray,Eastern Tigray,Saesi Tsadamba,HAWIL
Tigray,Eastern Tigray,Saesi Tsadamba,GULA ABINA
Tigray,Eastern Tigray,Saesi Tsadamba,GUIMIS AGAMAT
Tigray,Eastern Tigray,Saesi Tsadamba,SINIDEDA
Tigray,Eastern Tigray,Saesi Tsadamba,SAZ
Tigray,Eastern Tigray,Ganta Afeshum,Bazet Town
Tigray,Eastern Tigray,Ganta Afeshum,Wihidet
Tigray,Eastern Tigray,Ganta Afeshum,Simiret
Tigray,Eastern Tigray,Ganta Afeshum,Adikineyi
Tigray,Eastern Tigray,Ganta Afeshum,Meregahaya
Tigray,Eastern Tigray,Ganta Afeshum,Beatemayi Misat
Tigray,Eastern Tigray,Ganta Afeshum,Gola Genahiti
Tigray,Eastern Tigray,Ganta Afeshum,Sasun Betehawariyat
Tigray,Eastern Tigray,Ganta Afeshum,Kekot
Tigray,Eastern Tigray,Ganta Afeshum,Hagere Selam
Tigray,Eastern Tigray,Ganta Afeshum,Migulat
Tigray,Eastern Tigray,Ganta Afeshum,Kita Gidaba
Tigray,Eastern Tigray,Ganta Afeshum,Hagwa Aregwa
Tigray,Eastern Tigray,Ganta Afeshum,Tseada Tihamelo
Tigray,Eastern Tigray,Ganta Afeshum,Azabo
Tigray,Eastern Tigray,Ganta Afeshum,Hadinet
Tigray,Eastern Tigray,Ganta Afeshum,Bahirasehita
Tigray,Eastern Tigray,Ganta Afeshum,Dibila Siet
Tigray,Eastern Tigray,Ganta Afeshum,Gwahigot
Tigray,Eastern Tigray,Hawzen,Hawzen Town
Tigray,Eastern Tigray,Hawzen,Harikwa
Tigray,Eastern Tigray,Hawzen,D/Bizen
Tigray,Eastern Tigray,Hawzen,D/Abay
Tigray,Eastern Tigray,Hawzen,Dega Amba
Tigray,Eastern Tigray,Hawzen,Simiret
Tigray,Eastern Tigray,Hawzen,Shelewa
Tigray,Eastern Tigray,Hawzen,Baleda
Tigray,Eastern Tigray,Hawzen,Maykado
Tigray,Eastern Tigray,Hawzen,Hayelom
Tigray,Eastern Tigray,Hawzen,Mozitey
Tigray,Eastern Tigray,Hawzen,Hatset
Tigray,Eastern Tigray,Hawzen,Tsenkanet
Tigray,Eastern Tigray,Hawzen,Gira Aras
Tigray,Eastern Tigray,Hawzen,Siluh
Tigray,Eastern Tigray,Hawzen,Sela
Tigray,Eastern Tigray,Hawzen,D/Hiywet
Tigray,Eastern Tigray,Hawzen,D/Selam
Tigray,Eastern Tigray,Hawzen,Megab
Tigray,Eastern Tigray,Hawzen,D/Birihan
Tigray,Eastern Tigray,Hawzen,Digum
Tigray,Eastern Tigray,Hawzen,Firewyini
Tigray,Eastern Tigray,Hawzen,Maygobo
Tigray,Eastern Tigray,Hawzen,Adibelew
Tigray,Eastern Tigray,Hawzen,Koraro
Tigray,Eastern Tigray,Hawzen,Alal
Tigray,Eastern Tigray,Atsbi Wonberta,Atsbi Endasilasie Town
Tigray,Eastern Tigray,Atsbi Wonberta,Hayka Mesahil Town
Tigray,Eastern Tigray,Atsbi Wonberta,Hadinet
Tigray,Eastern Tigray,Atsbi Wonberta,Gebire Kidan
Tigray,Eastern Tigray,Atsbi Wonberta,Haresawu
Tigray,Eastern Tigray,Atsbi Wonberta,Rubafeleg
Tigray,Eastern Tigray,Atsbi Wonberta,Zarema
Tigray,Eastern Tigray,Atsbi Wonberta,Naile
Tigray,Eastern Tigray,Atsbi Wonberta,Felege Weyini
Tigray,Eastern Tigray,Atsbi Wonberta,Kal Amin
Tigray,Eastern Tigray,Atsbi Wonberta,Kael Amiba
Tigray,Eastern Tigray,Atsbi Wonberta,Barika Adis
Tigray,Eastern Tigray,Atsbi Wonberta,Adi Mesanu
Tigray,Eastern Tigray,Atsbi Wonberta,Habebe
Tigray,Eastern Tigray,Atsbi Wonberta,Dibab Ahoren
Tigray,Eastern Tigray,Atsbi Wonberta,Hayelom
Tigray,Eastern Tigray,Atsbi Wonberta,Era
Tigray,Eastern Tigray,Atsbi Wonberta,Kelisha Imini
Tigray,Eastern Tigray,Adi Girat Town,Adi Girat Town
Tigray,Eastern Tigray,Wekero Town,Wekero Town
Tigray,Eastern Tigray,Klite Awlalo,Tgereda
Tigray,Eastern Tigray,Klite Awlalo,Debreteyun
Tigray,Eastern Tigray,Klite Awlalo,Abrhe Weatebhe
Tigray,Eastern Tigray,Klite Awlalo,Gemad
Tigray,Eastern Tigray,Klite Awlalo,Negash
Tigray,Eastern Tigray,Klite Awlalo,Adiksandd
Tigray,Eastern Tigray,Klite Awlalo,Genfel
Tigray,Eastern Tigray,Klite Awlalo,Aynalem
Tigray,Eastern Tigray,Klite Awlalo,Maykuha
Tigray,Eastern Tigray,Klite Awlalo,Awal
Tigray,Eastern Tigray,Klite Awlalo,Debrebrhen
Tigray,Eastern Tigray,Klite Awlalo,Mahbereweyni
Tigray,Eastern Tigray,Klite Awlalo,Kihen
Tigray,Eastern Tigray,Klite Awlalo,Mesanu
Tigray,Eastern Tigray,Klite Awlalo,Hadnet
Tigray,South Tigray,Seharti Samre,Gijet Town
Tigray,South Tigray,Seharti Samre,Samira Town
Tigray,South Tigray,Seharti Samre,Bemba
Tigray,South Tigray,Seharti Samre,May Kana
Tigray,South Tigray,Seharti Samre,Mariam Moko
Tigray,South Tigray,Seharti Samre,Adi Shisha
Tigray,South Tigray,Seharti Samre,Tashi
Tigray,South Tigray,Seharti Samre,Chliesret
Tigray,South Tigray,Seharti Samre,Hensta Waza
Tigray,South Tigray,Seharti Samre,Adi Kaila
Tigray,South Tigray,Seharti Samre,Addis Alem
Tigray,South Tigray,Seharti Samre,Amdi Woyane
Tigray,South Tigray,Seharti Samre,May Tehili
Tigray,South Tigray,Seharti Samre,Metkelili Meiat
Tigray,South Tigray,Seharti Samre,Dekera
Tigray,South Tigray,Seharti Samre,Nebar Hadinat
Tigray,South Tigray,Seharti Samre,Hadash Lemlem
Tigray,South Tigray,Seharti Samre,Lemlem Arena
Tigray,South Tigray,Seharti Samre,Fere Woyane
Tigray,South Tigray,Hintalo Wajirat,Adi Gudom Town
Tigray,South Tigray,Hintalo Wajirat,HiwaneTown
Tigray,South Tigray,Hintalo Wajirat,Metekel
Tigray,South Tigray,Hintalo Wajirat,Dejen
Tigray,South Tigray,Hintalo Wajirat,Amidi Weyane
Tigray,South Tigray,Hintalo Wajirat,Hintalo
Tigray,South Tigray,Hintalo Wajirat,Hagere Selam
Tigray,South Tigray,Hintalo Wajirat,Hareko
Tigray,South Tigray,Hintalo Wajirat,Fikire Alem
Tigray,South Tigray,Hintalo Wajirat,Ara Alem
Tigray,South Tigray,Hintalo Wajirat,Gonika
Tigray,South Tigray,Hintalo Wajirat,Sebebera
Tigray,South Tigray,Hintalo Wajirat,Mayi Nebiri
Tigray,South Tigray,Hintalo Wajirat,Muja
Tigray,South Tigray,Hintalo Wajirat,Hiwane
Tigray,South Tigray,Hintalo Wajirat,Waza Adi Awana
Tigray,South Tigray,Hintalo Wajirat,Bahari Tseba
Tigray,South Tigray,Hintalo Wajirat,Seniale
Tigray,South Tigray,Hintalo Wajirat,Adi Keyih
Tigray,South Tigray,Hintalo Wajirat,Adi Mesino
Tigray,South Tigray,Hintalo Wajirat,Tsehafiti
Tigray,South Tigray,Hintalo Wajirat,Seniale
Tigray,South Tigray,Hintalo Wajirat,Adi Keyih
Tigray,South Tigray,Hintalo Wajirat,Tsehafiti
