Region,Zone,Woreda,Kebele
Amhara,North Gondar,Tselemet,Abera
Amhara,North Gondar,Tselemet,Terinasha
Amhara,North Gondar,Tselemet,Sawkiya
Amhara,North Gondar,Tselemet,Zaja
Amhara,North Gondar,Tselemet,Adi Selam
Amhara,North Gondar,Tselemet,Gicha
Amhara,North Gondar,Tselemet,Negade Meshageriya
Amhara,North Gondar,Tselemet,Ateba
Amhara,North Gondar,Tselemet,Tara
Amhara,North Gondar,Tselemet,Adamo Mihiret Abina
Amhara,North Gondar,Tselemet,Gelbena
Amhara,North Gondar,Tselemet,Chinifera
Amhara,North Gondar,Tselemet,Keriwa
Amhara,North Gondar,Tselemet,Akuna
Amhara,North Gondar,Tselemet,Ageta
Amhara,North Gondar,Tselemet,Deriba
Amhara,North Gondar,Tselemet,Irin
Amhara,South Gonder,Ebinat,Ebinat
Amhara,South Gonder,Ebinat,Wagie Wergaja
Amhara,South Gonder,Ebinat,Tare Senba
Amhara,South Gonder,Ebinat,Aba Bikila
Amhara,South Gonder,Ebinat,Ader Seg Abina
Amhara,South Gonder,Ebinat,Balarb
Amhara,South Gonder,Ebinat,Burkoch Aqua Shimoch
Amhara,South Gonder,Ebinat,Tigage
Amhara,South Gonder,Ebinat,Kita
Amhara,South Gonder,Ebinat,Deber Teklehaymanot
Amhara,South Gonder,Ebinat,Gebtsawit
Amhara,South Gonder,Ebinat,Agisa
Amhara,South Gonder,Ebinat,Adisgea Sekongo
Amhara,South Gonder,Ebinat,Niqara Chebesgie
Amhara,South Gonder,Ebinat,Abegeldi Lusina
Amhara,South Gonder,Ebinat,Gela Matebiya
Amhara,South Gonder,Ebinat,Ayeha Akuha
Amhara,South Gonder,Ebinat,Wenberoch Weftima
Amhara,South Gonder,Ebinat,Serawedi
Amhara,South Gonder,Ebinat,Deber Aba Jale
Amhara,South Gonder,Ebinat,Zhiha
Amhara,South Gonder,Ebinat,Amistya
Amhara,South Gonder,Ebinat,Mechena
Amhara,South Gonder,Ebinat,Jiman Dergeha
Amhara,South Gonder,Ebinat,selam Lanko
Amhara,South Gonder,Ebinat,Shunge Sarngo
Amhara,South Gonder,Ebinat,Embachko Guna Guna
Amhara,South Gonder,Ebinat,Wariba
Amhara,South Gonder,Ebinat,Eyada Weliha
Amhara,South Gonder,Ebinat,Gedaye
Amhara,South Gonder,Ebinat,Aja Zekelmoka
Amhara,South Gonder,Ebinat,Adiya Kurquara
Amhara,South Gonder,Ebinat,Mena Dik
Amhara,South Gonder,Ebinat,Mena Medhanialem
Amhara,South Gonder,Libokemkem,Adis Zemen Town
Amhara,South Gonder,Libokemkem,Yafiga Town
Amhara,South Gonder,Libokemkem,Ambo Meda Town
Amhara,South Gonder,Libokemkem,Menidere Mariyam
Amhara,South Gonder,Libokemkem,Bilz Wuha
Amhara,South Gonder,Libokemkem,Mikael Debir
Amhara,South Gonder,Libokemkem,Mytad Chamak
Amhara,South Gonder,Libokemkem,Asta Maryam
Amhara,South Gonder,Libokemkem,Mar Tadiyos
Amhara,South Gonder,Libokemkem,Amena
Amhara,South Gonder,Libokemkem,Libo Giyorigis
Amhara,South Gonder,Libokemkem,Darita
Amhara,South Gonder,Libokemkem,Mentogera
Amhara,South Gonder,Libokemkem,Tara Gedam
Amhara,South Gonder,Libokemkem,Ginaza Selikisa
Amhara,South Gonder,Libokemkem,Wusha Tiris
Amhara,South Gonder,Libokemkem,Agid Kiregna
Amhara,South Gonder,Libokemkem,Kab
Amhara,South Gonder,Libokemkem,Tezanba
Amhara,South Gonder,Libokemkem,Genida Wuha
Amhara,South Gonder,Libokemkem,Banibiko Sedeya
Amhara,South Gonder,Libokemkem,Tibaga
Amhara,South Gonder,Libokemkem,Dofag Akababi
Amhara,South Gonder,Libokemkem,Shina Tsyon
Amhara,South Gonder,Libokemkem,Bura Eigizibiheri Ab
Amhara,South Gonder,Libokemkem,Angot Agela
Amhara,South Gonder,Libokemkem,Shehoch Tahra
Amhara,South Gonder,Libokemkem,Bira Abo
Amhara,South Gonder,Libokemkem,Agita
Amhara,South Gonder,Libokemkem,Esitifanos
Amhara,South Gonder,Libokemkem,Shamogo Digwadit
Amhara,South Gonder,Libokemkem,Birikute
Amhara,South Gonder,Fogera,Wereta Town
Amhara,South Gonder,Fogera,Amedber Town
Amhara,South Gonder,Fogera,Nabega
Amhara,South Gonder,Fogera,Shaga
Amhara,South Gonder,Fogera,Tihua Ena Kokit
Amhara,South Gonder,Fogera,Dibasifatra
Amhara,South Gonder,Fogera,Reb Gebreal
Amhara,South Gonder,Fogera,Addis Betekrstiyan
Amhara,South Gonder,Fogera,Wetenb
Amhara,South Gonder,Fogera,Zeneg
Amhara,South Gonder,Fogera,Amed Ber Zuria
Amhara,South Gonder,Fogera,Wej Arba Amba
Amhara,South Gonder,Fogera,Wereta Zuria
Amhara,South Gonder,Fogera,Shina
Amhara,South Gonder,Fogera,Kdste hana
Amhara,South Gonder,Fogera,Wagetera
Amhara,South Gonder,Fogera,Kuhar Mikael
Amhara,South Gonder,Fogera,Kuhar Abo
Amhara,South Gonder,Fogera,Hegereselam
Amhara,South Gonder,Fogera,Chalmana mntura
Amhara,South Gonder,Fogera,Kinti
Amhara,South Gonder,Fogera,Sendaga Aba Gunda
Amhara,South Gonder,Fogera,Meneguzer
Amhara,South Gonder,Fogera,Aba Kiros
Amhara,South Gonder,Fogera,Bebeks
Amhara,South Gonder,Fogera,Gura Amba Dilmo Dena
Amhara,South Gonder,Fogera,Gazen Aridafofot
Amhara,South Gonder,Farta,Kmirdingay Town
Amhara,South Gonder,Farta,Gasay Town
Amhara,South Gonder,Farta,Medeb Gubda
Amhara,South Gonder,Farta,Jara Shekra
Amhara,South Gonder,Farta,Gentegna
Amhara,South Gonder,Farta,Atkona
Amhara,South Gonder,Farta,Debelima
Amhara,South Gonder,Farta,Amjaye
Amhara,South Gonder,Farta,Denkwara
Amhara,South Gonder,Farta,Arga Didim
Amhara,South Gonder,Farta,Wukirotedomender
Amhara,South Gonder,Farta,Ayde
Amhara,South Gonder,Farta,Megendi
Amhara,South Gonder,Farta,Limado Debresina
Amhara,South Gonder,Farta,Buro Teraroch
Amhara,South Gonder,Farta,Ayvaniva
Amhara,South Gonder,Farta,Kolaydengorsi
Amhara,South Gonder,Farta,Aringoimbayko
Amhara,South Gonder,Farta,Girbi
Amhara,South Gonder,Farta,Werken
Amhara,South Gonder,Farta,Askuma
Amhara,South Gonder,Farta,Kanat
Amhara,South Gonder,Farta,Huletwanomagera
Amhara,South Gonder,Farta,Indergefarta
Amhara,South Gonder,Farta,Atadidim
Amhara,South Gonder,Farta,Moksh
Amhara,South Gonder,Farta,Sores
Amhara,South Gonder,Farta,Awzet Azawur
Amhara,South Gonder,Farta,Sahirina
Amhara,South Gonder,Farta,Mynet
Amhara,South Gonder,Farta,Huletu Simina
Amhara,South Gonder,Farta,Meskeltsiyon
Amhara,South Gonder,Farta,Genamechawecha
Amhara,South Gonder,Farta,Kwaliha
Amhara,South Gonder,Farta,Zimiha
Amhara,South Gonder,Farta,Mahideramariyam
Amhara,South Gonder,Lay Gayint,Nefas mewicha Town
Amhara,South Gonder,Lay Gayint,Gobgob Town
Amhara,South Gonder,Lay Gayint,Sali Town
Amhara,South Gonder,Lay Gayint,Safda Giorgis \K.21
Amhara,South Gonder,Lay Gayint,Debre Sina \K.26
Amhara,South Gonder,Lay Gayint,Bodana Abi Urbi \K.24
Amhara,South Gonder,Lay Gayint,Hawariat \K.23
Amhara,South Gonder,Lay Gayint,Ambashetina Mesekech \K.20
Amhara,South Gonder,Lay Gayint,Key Aferna Sofiya Meda/K.22
Amhara,South Gonder,Lay Gayint,Meskal Aza/K.25
Amhara,South Gonder,Lay Gayint,Barzibana Titaro \K.05
Amhara,South Gonder,Lay Gayint,Titira \K.04
Amhara,South Gonder,Lay Gayint,Addis Alem \K.03
Amhara,South Gonder,Lay Gayint,Addis Amba \K.07
Amhara,South Gonder,Lay Gayint,Moseb terara \K.01
Amhara,South Gonder,Lay Gayint,Mequbyia \K.02
Amhara,South Gonder,Lay Gayint,Amba Mariam \K.16
Amhara,South Gonder,Lay Gayint,Checheho \K.19
Amhara,South Gonder,Lay Gayint,Ganga/K.17
Amhara,South Gonder,Lay Gayint,Mentoliho \K.18
Amhara,South Gonder,Lay Gayint,Arge Beras \K.14
Amhara,South Gonder,Lay Gayint,Yediro Gebreal \K.13
Amhara,South Gonder,Lay Gayint,Minch wiha \K.12
Amhara,South Gonder,Lay Gayint,Zuramba \K.08
Amhara,South Gonder,Lay Gayint,Akabit \K.09
Amhara,South Gonder,Lay Gayint,Guna gedeba \K.10
Amhara,South Gonder,Lay Gayint,Guzana shedo \K.11
Amhara,South Gonder,Lay Gayint,Dera kefoye \K.15
Amhara,South Gonder,Lay Gayint,Antaria gelbatit \K.06
Amhara,South Gonder,Tach Gayint,Arb Gegeya Town
Amhara,South Gonder,Tach Gayint,BETELIHEM (K.16)
Amhara,South Gonder,Tach Gayint,GOMENIGE (K.14)
Amhara,South Gonder,Tach Gayint,BET YOHANIS (K.04)
Amhara,South Gonder,Tach Gayint,DAJAT (K.03)
Amhara,South Gonder,Tach Gayint,Zhazh{08}
Amhara,South Gonder,Tach Gayint,ESIKINIDIRAWIT (K.06)
Amhara,South Gonder,Tach Gayint,AKETO (K.07)
Amhara,South Gonder,Tach Gayint,Enzhat{K.02}
Amhara,South Gonder,Tach Gayint,AGAT (K.13)
Amhara,South Gonder,Tach Gayint,EFIRATA (K.15)
Amhara,South Gonder,Tach Gayint,ADUKA (K.12)
Amhara,South Gonder,Tach Gayint,ANISITA (K.05)
Amhara,South Gonder,Tach Gayint,LIDA (K.09)
Amhara,South Gonder,Tach Gayint,ADANISA (K.11)
Amhara,South Gonder,Tach Gayint,ENIDEWA (K.10)
Amhara,South Gonder,Simada,Wegada Town
Amhara,South Gonder,Simada,Kebele 20
Amhara,South Gonder,Simada,Kebele 19
Amhara,South Gonder,Simada,Kebele 21
Amhara,South Gonder,Simada,Kebele 22
Amhara,South Gonder,Simada,Kebele 23
Amhara,South Gonder,Simada,Kebele 25
Amhara,South Gonder,Simada,Kebele 24
Amhara,South Gonder,Simada,Kebele 14
Amhara,South Gonder,Simada,Kebele 15
Amhara,South Gonder,Simada,Kebele 16
Amhara,South Gonder,Simada,Kebele 18
Amhara,South Gonder,Simada,Kebele 17
Amhara,South Gonder,Simada,Kebele 12
Amhara,South Gonder,Simada,Kinde Meda
Amhara,South Gonder,Simada,wefegie Mariyam
Amhara,South Gonder,Simada,Kebele 26
Amhara,South Gonder,Simada,Kebele 13
Amhara,South Gonder,Simada,Kebele 27
Amhara,South Gonder,Simada,Kebele 28
Amhara,South Gonder,Simada,Kebele 30-02
Amhara,South Gonder,Simada,Kebele 32-01
Amhara,South Gonder,Simada,Kebele 10
Amhara,South Gonder,Simada,Kebele 03
Amhara,South Gonder,Simada,Kebele 02
Amhara,South Gonder,Simada,Kebele 05
Amhara,South Gonder,Simada,Kebele 04
Amhara,South Gonder,Simada,Kebele 07
Amhara,South Gonder,Simada,Kebele 09
Amhara,South Gonder,Simada,Kebele 31
Amhara,South Gonder,Simada,Kebele 29
Amhara,South Gonder,Simada,Kebele 30
Amhara,South Gonder,Simada,Kebele 33
Amhara,South Gonder,Simada,Kebele 34
Amhara,South Gonder,Simada,Kebele 35
Amhara,South Gonder,Simada,Kebele 37
Amhara,South Gonder,Simada,Kebele 36
Amhara,South Gonder,Simada,Kebele 08
Amhara,South Gonder,Simada,Kebele 06
Amhara,South Gonder,Misrak Este,Este Town
Amhara,South Gonder,Misrak Este,Lich Arida
Amhara,South Gonder,Misrak Este,Ginida Temem
Amhara,South Gonder,Misrak Este,Richa Qusiqam
Amhara,South Gonder,Misrak Este,Belita Amijaye
Amhara,South Gonder,Misrak Este,Liwaye Ashama Gedayat
Amhara,South Gonder,Misrak Este,Wichi Basenika
Amhara,South Gonder,Misrak Este,Elete Dibana
Amhara,South Gonder,Misrak Este,Dat Giyorgis
Amhara,South Gonder,Misrak Este,Desiqa Agamoch
Amhara,South Gonder,Misrak Este,Achiqan Dagot
Amhara,South Gonder,Misrak Este,Mekane Eyesus
Amhara,South Gonder,Misrak Este,Shemagile Giyorigis
Amhara,South Gonder,Misrak Este,Gib Asra Mariyam
Amhara,South Gonder,Misrak Este,Ziguara
Amhara,South Gonder,Misrak Este,Gosh Beret
Amhara,South Gonder,Misrak Este,Den Golit Sositu Yequra
Amhara,South Gonder,Misrak Este,Sholekt Mehalgie
Amhara,South Gonder,Misrak Este,Anigachat Yemata Giyorigis
Amhara,South Gonder,Misrak Este,Agona Kositet
Amhara,South Gonder,Misrak Este,Durgie Mashint
Amhara,South Gonder,Misrak Este,Lebet Eslam Ager
Amhara,South Gonder,Misrak Este,Mikrie Kuskuam
Amhara,South Gonder,Misrak Este,Qusiqam Hana
Amhara,South Gonder,Misrak Este,Diniqusa
Amhara,South Gonder,Misrak Este,Azazi Abato
Amhara,South Gonder,Misrak Este,Berikut
Amhara,South Gonder,Misrak Este,Debire Selam Ketatmibka
Amhara,South Gonder,Misrak Este,Agati Yesho
Amhara,South Gonder,Misrak Este,Limon Zoge
Amhara,South Gonder,Misrak Este,Deniba Qasaye
Amhara,South Gonder,Misrak Este,Weyira Yebiriye
Amhara,South Gonder,Misrak Este,Debire Zewana
Amhara,South Gonder,Misrak Este,Asagira Abatirat
Amhara,South Gonder,Misrak Este,Kometse Abeje
Amhara,South Gonder,Misrak Este,Arush Wankat
Amhara,South Gonder,Misrak Este,Madoye
Amhara,South Gonder,Dera,Hamusit Ketrma
Amhara,South Gonder,Dera,Anibesema Town
Amhara,South Gonder,Dera,Arib Gebeya
Amhara,South Gonder,Dera,Mtslina Tana
Amhara,South Gonder,Dera,Zarina Jegina
Amhara,South Gonder,Dera,Geregera Gedam Eyesus
Amhara,South Gonder,Dera,Wenichet Abalibanos
Amhara,South Gonder,Dera,Koratafisana Mierafe Mariyam
Amhara,South Gonder,Dera,Kulalana Gitiba
Amhara,South Gonder,Dera,Emashenikorona Kedemit
Amhara,South Gonder,Dera,Tebabarina Aribayitu
Amhara,South Gonder,Dera,Huletu Wegedame
Amhara,South Gonder,Dera,Sheme Mariyam
Amhara,South Gonder,Dera,Degon Debiresina
Amhara,South Gonder,Dera,Gelawudiwos
Amhara,South Gonder,Dera,Witimera
Amhara,South Gonder,Dera,Meha Atsede Weyin
Amhara,South Gonder,Dera,Agar Wenidogeti
Amhara,South Gonder,Dera,Gohaza Jurina Demibeza
Amhara,South Gonder,Dera,Dewel Kokota
Amhara,South Gonder,Dera,Desirana Kibeb
Amhara,South Gonder,Dera,Wef Arigif Tamire
Amhara,South Gonder,Dera,Desikwana Meligib
Amhara,South Gonder,Dera,Degwat Tik Anibesa
Amhara,South Gonder,Dera,Sanana Digus Tan
Amhara,South Gonder,Dera,Deribana Wechit
Amhara,South Gonder,Dera,Beloabo Tejimerer
Amhara,South Gonder,Dera,Mecho Wenidebeser
Amhara,South Gonder,Dera,Afijina Melek
Amhara,South Gonder,Debretabor,Debretabor Town
Amhara,South Gonder,Mirab Este,Jara Gedo Town
Amhara,South Gonder,Mirab Este,Mesi Beqilo Filega
Amhara,South Gonder,Mirab Este,Gota
Amhara,South Gonder,Mirab Este,Gono
Amhara,South Gonder,Mirab Este,Zebeye Muger
Amhara,South Gonder,Mirab Este,Sheme Mosha
Amhara,South Gonder,Mirab Este,Adma Denguasa
Amhara,South Gonder,Mirab Este,Simet Sholaye
Amhara,South Gonder,Mirab Este,Tikili Dinigay
Amhara,South Gonder,Mirab Este,Afenkir
Amhara,South Gonder,Mirab Este,Gult Bete Mariyam
Amhara,South Gonder,Mirab Este,Aruta
Amhara,South Gonder,Mirab Este,Merji Tenikot
Amhara,South Gonder,Mirab Este,Yedidi Gimenge
Amhara,South Gonder,Mirab Este,Deriba Betanisa
Amhara,South Gonder,Mirab Este,Gishina
Amhara,South Gonder,Mirab Este,Wofchame
Amhara,South Gonder,Mirab Este,Atsede Mariyam
Amhara,South Gonder,Mirab Este,Mukech
Amhara,South Gonder,Mirab Este,Genete Mariyam
Amhara,South Gonder,Mirab Este,Melat
Amhara,South Gonder,Mirab Este,Leba Metaya
Amhara,North Wollo,Kobo,Kobo Town
Amhara,North Wollo,Kobo,Robit Town
Amhara,North Wollo,Kobo,Gobeye Town
Amhara,North Wollo,Kobo,Mehago
Amhara,North Wollo,Kobo,Kobo Tetera
Amhara,North Wollo,Kobo,Jemedo
Amhara,North Wollo,Kobo,Bereha
Amhara,North Wollo,Kobo,Ayub
Amhara,North Wollo,Kobo,Jerota
Amhara,North Wollo,Kobo,Mesno
Amhara,North Wollo,Kobo,Rama
Amhara,North Wollo,Kobo,Zobel
Amhara,North Wollo,Kobo,Mendefera
Amhara,North Wollo,Kobo,Kobo Zuriya
Amhara,North Wollo,Kobo,Bewa
Amhara,North Wollo,Kobo,Gedeba
Amhara,North Wollo,Kobo,Shewey Mariam
Amhara,North Wollo,Kobo,Tekulashe
Amhara,North Wollo,Kobo,Dino
Amhara,North Wollo,Kobo,Arbet
Amhara,North Wollo,Kobo,Aradom
Amhara,North Wollo,Kobo,Abuare
Amhara,North Wollo,Kobo,Weyiru Dikalo
Amhara,North Wollo,Kobo,Werke
Amhara,North Wollo,Kobo,Yaya
Amhara,North Wollo,Kobo,Afaf
Amhara,North Wollo,Kobo,Weremogna
Amhara,North Wollo,Kobo,Lache
Amhara,North Wollo,Kobo,Amoze
Amhara,North Wollo,Kobo,Awas
Amhara,North Wollo,Kobo,Ayida
Amhara,North Wollo,Kobo,Asmella
Amhara,North Wollo,Kobo,Dega Belago
Amhara,North Wollo,Kobo,Behoro
Amhara,North Wollo,Kobo,Durlebes
Amhara,North Wollo,Kobo,Mito
Amhara,North Wollo,Kobo,Kalim
Amhara,North Wollo,Gidan,MUJA Town
Amhara,North Wollo,Gidan,KULMESK Town
Amhara,North Wollo,Gidan,TATA
Amhara,North Wollo,Gidan,WETWET
Amhara,North Wollo,Gidan,ASHIKOWANA
Amhara,North Wollo,Gidan,DILDIY
Amhara,North Wollo,Gidan,ASQIT
Amhara,North Wollo,Gidan,MEWAT
Amhara,North Wollo,Gidan,ATIMATA
Amhara,North Wollo,Gidan,AYIFE RUBA
Amhara,North Wollo,Gidan,AYITAHELA
Amhara,North Wollo,Gidan,WERQAWUTU
Amhara,North Wollo,Gidan,DENBALSA
Amhara,North Wollo,Gidan,TUBBA
Amhara,North Wollo,Gidan,SELAMAT
Amhara,North Wollo,Gidan,KOLAYIT
Amhara,North Wollo,Gidan,WEQIT
Amhara,North Wollo,Gidan,BEQULO MANEQIYA
Amhara,North Wollo,Gidan,GESTA
Amhara,North Wollo,Gidan,MERORA
Amhara,North Wollo,Gidan,KOLA MUJA
Amhara,North Wollo,Gidan,ZAGOL ZAF
Amhara,North Wollo,Gidan,AGEWUYE
Amhara,North Wollo,Gidan,TIRA SEFERE
Amhara,North Wollo,Gidan,NEFASIT
Amhara,North Wollo,Gidan,CHIBINA
Amhara,North Wollo,Gidan,IYELA
Amhara,North Wollo,Meket,Filahit Town
Amhara,North Wollo,Meket,Serko
Amhara,North Wollo,Meket,Lama deber
Amhara,North Wollo,Meket,Kila
Amhara,North Wollo,Meket,Areval
Amhara,North Wollo,Meket,Aydefer
Amhara,North Wollo,Meket,Key afer
Amhara,North Wollo,Meket,Denkena
Amhara,North Wollo,Meket,Robit
Amhara,North Wollo,Meket,Estayish
Amhara,North Wollo,Meket,Waro
Amhara,North Wollo,Meket,Boya
Amhara,North Wollo,Meket,Dbko
Amhara,North Wollo,Meket,Defergie
Amhara,North Wollo,Meket,Kurssa
Amhara,North Wollo,Meket,Mebel
Amhara,North Wollo,Meket,Wefchinna
Amhara,North Wollo,Meket,Tiweha
Amhara,North Wollo,Meket,Agiret
Amhara,North Wollo,Meket,Debre kebire
Amhara,North Wollo,Meket,Aymet
Amhara,North Wollo,Meket,Debrezebit
Amhara,North Wollo,Meket,Berekeze
Amhara,North Wollo,Meket,Hansewuhana Tsebelet
Amhara,North Wollo,Meket,Maserut
Amhara,North Wollo,Meket,Zibe
Amhara,North Wollo,Meket,Hana Mekuwat
Amhara,North Wollo,Meket,Asasa
Amhara,North Wollo,Meket,Tegubenna Meskel
Amhara,North Wollo,Meket,Werkaye
Amhara,North Wollo,Meket,Fentrie
Amhara,North Wollo,Meket,Weketa
Amhara,North Wollo,Meket,Jirle
Amhara,North Wollo,Meket,Akat
Amhara,North Wollo,Meket,Mesfina
Amhara,North Wollo,Meket,Taja
Amhara,North Wollo,Meket,Timtimat
Amhara,North Wollo,Meket,Hamusit
Amhara,North Wollo,Wadla,Kon Town
Amhara,North Wollo,Wadla,Nubetalalach (019)
Amhara,North Wollo,Wadla,Washa Mikael
Amhara,North Wollo,Wadla,Jeberana Goza(21)
Amhara,North Wollo,Wadla,Yeweynnayenket(22)
Amhara,North Wollo,Wadla,Talet (018)
Amhara,North Wollo,Wadla,Yegnd (23)
Amhara,North Wollo,Wadla,Feresmegriya[24]
Amhara,North Wollo,Wadla,Wegedet (09)
Amhara,North Wollo,Wadla,Abdikom (010)
Amhara,North Wollo,Wadla,Kurkursulula(011)
Amhara,North Wollo,Wadla,Ganchere (08)
Amhara,North Wollo,Wadla,Semerna (07)
Amhara,North Wollo,Wadla,Chana (06)
Amhara,North Wollo,Wadla,Beteyuhans (012)
Amhara,North Wollo,Wadla,Delenga{05}
Amhara,North Wollo,Wadla,Yewetet
Amhara,North Wollo,Wadla,Betehor (03)
Amhara,North Wollo,Wadla,Dorera (02)
Amhara,North Wollo,Wadla,Kongeter( 01)
Amhara,North Wollo,Wadla,Gashena (13)
Amhara,North Wollo,Wadla,Yenejaknkna (014)
Amhara,North Wollo,Wadla,Yenejamswgo (027)
Amhara,North Wollo,Wadla,Meley (017)
Amhara,North Wollo,Wadla,Kona (016)
Amhara,North Wollo,Wadla,Zugora (015)
Amhara,North Wollo,Delanta Wereda,Wegel tena Town
Amhara,North Wollo,Delanta Wereda,Selam amba
Amhara,North Wollo,Delanta Wereda,Lam dinigay
Amhara,North Wollo,Delanta Wereda,Sekolho
Amhara,North Wollo,Delanta Wereda,Kembeh
Amhara,North Wollo,Delanta Wereda,Entuguna
Amhara,North Wollo,Delanta Wereda,Mekelet
Amhara,North Wollo,Delanta Wereda,Tikishinyi Sinat
Amhara,North Wollo,Delanta Wereda,Timat Kishign
Amhara,North Wollo,Delanta Wereda,Selit dima
Amhara,North Wollo,Delanta Wereda,Kisat kola
Amhara,North Wollo,Delanta Wereda,Weyiso kisat
Amhara,North Wollo,Delanta Wereda,Beseka
Amhara,North Wollo,Delanta Wereda,Wilika zelihon
Amhara,North Wollo,Delanta Wereda,Tana
Amhara,North Wollo,Delanta Wereda,Ambaye Zerinia
Amhara,North Wollo,Delanta Wereda,Biwot sileho
Amhara,North Wollo,Delanta Wereda,Tembeko
Amhara,North Wollo,Delanta Wereda,Ferkake
Amhara,North Wollo,Delanta Wereda,Gosh meda
Amhara,North Wollo,Delanta Wereda,Keda misitinkir
Amhara,North Wollo,Delanta Wereda,Dihana
Amhara,North Wollo,Delanta Wereda,Wesino amba
Amhara,North Wollo,Delanta Wereda,Tardiyat
Amhara,North Wollo,Delanta Wereda,Tardiyat fenzayit
Amhara,North Wollo,Delanta Wereda,Ziban arehula
Amhara,North Wollo,Delanta Wereda,Asim Elana
Amhara,North Wollo,Delanta Wereda,Asim yimara
Amhara,North Wollo,Delanta Wereda,Arka Chinka
Amhara,North Wollo,Delanta Wereda,Kechin arah chew kutir
Amhara,North Wollo,Delanta Wereda,Wteyo aberkut
Amhara,North Wollo,Delanta Wereda,Silana Tikurena
Amhara,North Wollo,Delanta Wereda,Baba
Amhara,North Wollo,Delanta Wereda,Shekol sembelet
Amhara,North Wollo,Delanta Wereda,Zhita
Amhara,North Wollo,Guba Lafto,Hara Town
Amhara,North Wollo,Guba Lafto,Tesfa Giyorgis
Amhara,North Wollo,Guba Lafto,Koso Amba
Amhara,North Wollo,Guba Lafto,Ahun Tegegn
Amhara,North Wollo,Guba Lafto,Kulf Amba
Amhara,North Wollo,Guba Lafto,Baba Seat
Amhara,North Wollo,Guba Lafto,Debot
Amhara,North Wollo,Guba Lafto,Wuraf
Amhara,North Wollo,Guba Lafto,Weynye
Amhara,North Wollo,Guba Lafto,Gesho Ber
Amhara,North Wollo,Guba Lafto,Zewer Gotera
Amhara,North Wollo,Guba Lafto,Key Amba
Amhara,North Wollo,Guba Lafto,Anova
Amhara,North Wollo,Guba Lafto,Gedo Ber
Amhara,North Wollo,Guba Lafto,Gubarja
Amhara,North Wollo,Guba Lafto,Lay Alawuha
Amhara,North Wollo,Guba Lafto,Laste Gerado
Amhara,North Wollo,Guba Lafto,Guagusa Bilkay
Amhara,North Wollo,Guba Lafto,Kile Udame
Amhara,North Wollo,Guba Lafto,Golaferes Megiriya
Amhara,North Wollo,Guba Lafto,Ameya Mecha
Amhara,North Wollo,Guba Lafto,Aykel Webi
Amhara,North Wollo,Guba Lafto,Gebre Amba
Amhara,North Wollo,Guba Lafto,Lideta Keriyu
Amhara,North Wollo,Guba Lafto,Koker Amba
Amhara,North Wollo,Guba Lafto,Wudimen
Amhara,North Wollo,Guba Lafto,Ezet
Amhara,North Wollo,Guba Lafto,Dengola
Amhara,North Wollo,Guba Lafto,Sekela
Amhara,North Wollo,Guba Lafto,Shewit
Amhara,North Wollo,Guba Lafto,Sagat
Amhara,North Wollo,Habru,Mersa Town
Amhara,North Wollo,Habru,Wergesa Town
Amhara,North Wollo,Habru,Kes Kebele
Amhara,North Wollo,Habru,Telfea
Amhara,North Wollo,Habru,Dana
Amhara,North Wollo,Habru,Haro
Amhara,North Wollo,Habru,Kilewa
Amhara,North Wollo,Habru,Kejema
Amhara,North Wollo,Habru,Bofa
Amhara,North Wollo,Habru,Gola Halo
Amhara,North Wollo,Habru,Kule
Amhara,North Wollo,Habru,Menen Tela
Amhara,North Wollo,Habru,Deko
Amhara,North Wollo,Habru,Gerado
Amhara,North Wollo,Habru,Sirinka
Amhara,North Wollo,Habru,Gosh Weha
Amhara,North Wollo,Habru,Merto
Amhara,North Wollo,Habru,Abuarie
Amhara,North Wollo,Habru,Wutie
Amhara,North Wollo,Habru,Were Lalo
Amhara,North Wollo,Habru,Wila Guba
Amhara,North Wollo,Habru,Arerit
Amhara,North Wollo,Habru,Kul Baynie
Amhara,North Wollo,Habru,Habru Ligo
Amhara,North Wollo,Habru,Mehal Amba
Amhara,North Wollo,Habru,Aela
Amhara,North Wollo,Habru,Gorariba
Amhara,North Wollo,Habru,Girana
Amhara,North Wollo,Habru,Kolabo
Amhara,North Wollo,Habru,Wadoteklo
Amhara,North Wollo,Habru,Duda Arba
Amhara,North Wollo,Habru,Goda
Amhara,North Wollo,Guba Lafto,Woldiya Town
Amhara,North Wollo,Lasta,Lalibela Town
Amhara,North Wollo,Lasta,BILIBALA
Amhara,North Wollo,Lasta,YIMRIHA
Amhara,North Wollo,Lasta,WEDABIYE
Amhara,North Wollo,Lasta,ABUNE YOSEF
Amhara,North Wollo,Lasta,GIRARAY
Amhara,North Wollo,Lasta,INJAFAT
Amhara,North Wollo,Lasta,TELIFETIT
Amhara,North Wollo,Lasta,TADEWOS AMIBA
Amhara,North Wollo,Lasta,GETER MEDA
Amhara,North Wollo,Lasta,MEDAGE
Amhara,North Wollo,Lasta,DEGOSACH
Amhara,North Wollo,Lasta,Debre Loza
Amhara,North Wollo,Lasta,Sorba
Amhara,North Wollo,Lasta,Gelesat
Amhara,North Wollo,Lasta,SHUMISHEHA
Amhara,North Wollo,Lasta,Nakuto Le Ab
Amhara,North Wollo,Lasta,GENET MARIYAM
Amhara,North Wollo,Lasta,SHALO
Amhara,North Wollo,Bugna,ZEBILO
